FLIGHT_CODE,DOMINTIND,FLIGHT_NUMBER,ORIGPORT,DESTPORT,AC_CODE,MOVEMENTTYPE,UACTUALDATE,UACTUALTIME,AC_REGO,ADULT,ADULT_ARRDEP,ADULT_TRANSIT,ADULT_TRANSFER,CHILD,CHILD_ARRDEP,CHILD_TRANSIT,CHILD_TRANSFER,INFANT,INFANT_ARRDEP,INFANT_TRANSIT,INFANT_TRANSFER,CREW,CREW_ARRDEP,CREW_TRANSIT,CREW_TRANSFER,FLTTYPE,GLMGNTCD,TERM,GATE,SECC,MTOW,CAP
QF,D,2850,SIT,BAG,Loss,L,2025-01-07,19:36:40,INTO.,AD,19,38,11,CH,40,15,24,IN,6,9,4,CR,14,6,10,R,10,Fire.,Trial.,TN,52862394.21,253
QF,D,7656,KEE,FOO,Want,D,2025-12-30,20:01:37,LET.,AD,79,3,4,CH,26,20,22,IN,20,9,9,CR,7,2,3,T,5,Table.,Color.,TN,89421676.56,234
QF,D,7854,WOR,TYP,Risk,D,2025-12-27,20:40:31,HOLD.,AD,81,22,19,CH,29,10,16,IN,15,0,0,CR,15,10,0,S,8,Court.,Learn.,TN,26256065.13,118
QF,D,3588,HAL,STA,Type,L,2025-01-19,06:45:49,TELL.,AD,84,8,17,CH,38,24,13,IN,10,0,6,CR,3,10,8,E,8,Increase.,Early.,TN,16329881.07,176
QF,D,7459,HIG,NOT,Oil.,D,2025-09-16,16:15:33,SKIN.,AD,39,11,45,CH,48,13,19,IN,19,9,6,CR,19,4,7,U,8,Of.,Remember.,TN,79776213.66,371
QF,I,2698,FIR,LIN,Once,L,2025-05-13,13:23:47,PUT.,AD,86,37,5,CH,45,2,8,IN,11,9,9,CR,8,2,3,P,8,Street.,Race ok.,TN,68729153.44,315
QF,I,7499,IT.,BE.,Pull,L,2025-03-03,23:21:09,MEET.,AD,72,3,33,CH,17,19,18,IN,17,6,8,CR,4,8,3,O,9,Training.,Right.,TN,93449755.49,193
QF,D,3124,VER,NOR,Will,D,2025-04-14,02:47:32,HAVE.,AD,74,29,30,CH,9,23,6,IN,3,2,5,CR,20,3,10,T,2,Final.,View less.,TN,60301337.06,475
QF,D,7332,FAR,AWA,Sign,L,2025-02-26,21:00:24,IT.,AD,79,8,46,CH,35,15,20,IN,5,3,0,CR,16,0,2,R,4,Remain.,Set court.,TN,87743805.04,336
QF,I,7040,FIS,SUR,Week,L,2025-11-28,21:14:58,WHOM.,AD,80,29,40,CH,19,17,20,IN,0,3,2,CR,19,1,10,S,5,Woman.,Much.,TN,74184101.99,89
QF,D,7054,PIC,HOM,I.,L,2025-07-25,10:53:50,MEET.,AD,64,30,18,CH,1,21,22,IN,4,5,2,CR,7,4,10,R,7,Out data.,Total.,TN,88355842.85,466
QF,D,5690,A.,SOO,Such,D,2025-02-18,08:26:34,WAIT.,AD,51,24,45,CH,5,1,14,IN,2,6,0,CR,11,10,8,N,2,Education.,Them.,TN,12509289.88,490
QF,D,653,A.,EYE,Race,L,2025-01-10,08:35:39,GAME.,AD,2,27,38,CH,8,4,23,IN,0,4,7,CR,5,7,4,N,5,Job near.,Man wide.,TN,22236700.23,89
QF,D,6806,SAV,FIV,West,D,2025-04-08,07:36:37,ME.,AD,56,45,24,CH,35,2,20,IN,6,5,3,CR,8,10,9,N,7,Will.,Outside.,TN,23458863.82,172
QF,D,3074,YET,MOR,Big.,D,2025-04-06,21:39:14,YES.,AD,100,27,23,CH,32,13,14,IN,7,2,0,CR,17,7,5,U,8,Fact.,Fire wife.,TN,55409201.05,204
QF,D,7497,GUY,SOR,Loss,L,2025-02-17,09:34:51,SITE.,AD,31,49,22,CH,24,24,4,IN,9,4,3,CR,4,4,9,R,8,Myself.,South.,TN,30036624.12,102
QF,D,7417,RIS,SAF,Own.,L,2025-02-27,04:06:26,CASE.,AD,38,46,40,CH,26,4,2,IN,6,3,8,CR,11,6,10,T,3,Before.,Try red.,TN,14098658.45,378
QF,D,1271,LIN,ONC,Need,L,2025-02-23,14:37:14,LONG.,AD,37,36,9,CH,47,14,20,IN,13,10,10,CR,13,7,8,N,5,Method.,This.,TN,78633328.34,65
QF,I,8714,FLY,BLU,Off.,L,2025-04-05,14:13:54,FAST.,AD,58,27,49,CH,26,12,3,IN,7,9,9,CR,10,4,8,O,10,Expert.,Everybody.,TN,14960682.3,267
QF,I,3646,NEE,HOU,Few.,L,2025-07-19,13:00:44,WEST.,AD,99,28,43,CH,2,8,12,IN,16,8,5,CR,11,5,2,W,6,Guess.,Mean per.,TN,78321543.62,376
QF,I,3337,SON,AIR,Lose,L,2025-11-09,01:19:16,THE.,AD,72,50,29,CH,50,17,8,IN,9,0,4,CR,17,0,1,O,2,Report.,Month.,TN,38067270.45,242
QF,I,1727,YES,HIG,No.,L,2025-02-14,03:57:47,THAN.,AD,0,4,39,CH,35,12,4,IN,7,0,0,CR,3,2,3,T,6,Table.,Sport.,TN,20308561.88,405
QF,I,6922,RUL,ON.,Bit.,L,2025-04-01,00:03:13,NEAR.,AD,72,4,35,CH,41,25,20,IN,1,1,10,CR,20,3,2,G,7,How long.,Account.,TN,26327914.07,481
QF,I,1611,NOT,FAC,Fall,L,2025-09-02,06:31:17,ACT.,AD,45,3,13,CH,49,16,12,IN,11,10,0,CR,16,0,8,S,1,Another.,Care.,TN,45983306.71,426
QF,D,113,NO.,LEF,Put.,L,2025-07-30,03:05:58,FAR.,AD,32,7,29,CH,8,19,23,IN,13,4,6,CR,18,5,4,B,4,Animal.,To choose.,TN,17074792.56,407
QF,I,8670,WAY,WAL,Us.,L,2025-09-25,16:54:52,HARD.,AD,87,13,5,CH,18,19,8,IN,16,4,10,CR,14,5,2,T,7,Spend.,However.,TN,41613811.36,217
QF,I,5695,US.,LES,Such,L,2025-11-25,12:19:24,THUS.,AD,70,3,37,CH,27,22,13,IN,16,6,6,CR,6,10,5,V,10,Occur.,Bad war.,TN,58942852.64,298
QF,I,8086,FIR,END,Poor,D,2025-02-05,06:05:52,PART.,AD,30,43,5,CH,24,18,18,IN,16,4,8,CR,4,7,1,U,5,Congress.,Mouth kid.,TN,61765662.04,355
QF,I,4985,HUG,BOO,My.,D,2025-10-29,03:13:22,STOP.,AD,53,15,28,CH,48,11,0,IN,14,5,10,CR,13,6,6,B,4,Color.,She just.,TN,53643905.6,183
QF,I,2529,LAT,OIL,New.,D,2025-03-10,20:03:07,TEN.,AD,34,34,17,CH,18,14,12,IN,15,3,7,CR,8,9,6,B,1,Energy.,Month.,TN,6636924.82,181
QF,D,4944,ON.,TOW,Half,D,2025-05-05,15:32:31,FUND.,AD,80,30,42,CH,4,9,21,IN,2,2,4,CR,12,0,9,C,8,Bag.,Same.,TN,70790876.28,377
QF,I,7693,HUG,HEA,Stop,L,2025-10-16,13:56:59,GIVE.,AD,46,17,11,CH,17,16,17,IN,2,9,1,CR,0,7,6,Y,9,Best.,Out.,TN,69085343.61,75
QF,D,2878,FIS,FAS,Skin,D,2025-06-20,13:42:27,SORT.,AD,37,3,14,CH,17,19,10,IN,3,9,10,CR,17,2,3,C,6,Big able.,Discover.,TN,65776996.14,466
QF,I,5855,ME.,TER,East,D,2025-05-09,17:41:02,TASK.,AD,32,8,24,CH,3,11,20,IN,2,1,3,CR,2,5,3,T,2,Sound way.,Instead.,TN,15812201.36,371
QF,D,5828,TEN,HER,Ok.,D,2025-07-06,11:49:41,FULL.,AD,92,21,26,CH,15,1,15,IN,3,2,8,CR,9,3,3,H,9,Various.,Board.,TN,46897619.56,330
QF,D,9881,KEY,WEA,High,L,2025-05-31,02:57:43,FOUR.,AD,40,24,43,CH,34,24,3,IN,6,2,3,CR,18,0,10,V,6,Partner.,Keep.,TN,87092550.29,101
QF,I,759,FRO,WIT,His.,L,2025-09-23,20:41:08,LOSS.,AD,62,32,32,CH,2,0,23,IN,0,0,5,CR,7,4,9,W,4,Main else.,Listen.,TN,35477295.99,484
QF,D,4483,HEL,UNI,Item,D,2025-04-07,21:35:06,YEAH.,AD,60,39,8,CH,16,17,3,IN,0,7,4,CR,19,4,6,T,4,Newspaper.,Issue.,TN,20133661.81,495
QF,D,5542,ROO,BAC,Tax.,D,2025-01-01,23:39:01,BUY.,AD,52,7,17,CH,14,12,21,IN,14,8,7,CR,1,4,5,S,10,Dream.,Take.,TN,88186161.92,178
QF,I,2219,WEA,AGO,Step,D,2025-06-24,16:28:10,SAVE.,AD,9,23,38,CH,6,19,20,IN,17,3,1,CR,16,9,3,A,10,Include.,Marriage.,TN,50145834.73,282
QF,D,5497,THE,MAN,Base,L,2025-07-05,20:37:41,WAR.,AD,7,38,29,CH,5,25,19,IN,0,5,4,CR,13,0,8,R,3,Should.,Of war.,TN,75468818.54,172
QF,I,9686,BOY,HER,Ten.,D,2025-10-31,21:39:20,ON.,AD,63,38,21,CH,26,24,9,IN,10,0,9,CR,11,2,6,A,4,Short.,Note.,TN,75050372.67,345
QF,D,4567,FIR,BAR,Pick,D,2025-08-18,07:07:49,WHAT.,AD,43,45,40,CH,14,2,22,IN,7,6,7,CR,0,6,5,B,7,Player.,Good.,TN,93164538.54,313
QF,D,5433,PAS,FAC,Sell,D,2025-03-31,20:15:24,YES.,AD,0,5,0,CH,46,18,18,IN,13,7,5,CR,9,9,9,W,2,Short.,None.,TN,30694000.23,163
QF,D,9594,WHO,FOR,News,D,2025-05-02,02:19:34,FROM.,AD,82,45,40,CH,5,16,18,IN,14,9,5,CR,11,8,6,O,2,Practice.,Young.,TN,20118505.78,60
QF,I,7226,OK.,EVE,Race,D,2025-05-05,18:40:09,WITH.,AD,58,18,15,CH,4,20,6,IN,19,0,7,CR,12,4,8,D,7,Expert.,Physical.,TN,45432630.13,355
QF,I,6363,WIN,OR.,High,L,2025-04-24,04:33:31,WIFE.,AD,28,34,19,CH,5,3,0,IN,19,3,2,CR,16,3,1,A,5,Even rise.,Huge.,TN,84496720.72,351
QF,I,7714,FIR,BAN,Take,L,2025-08-28,11:42:31,US.,AD,14,20,14,CH,8,2,25,IN,18,3,8,CR,3,5,10,T,5,Necessary.,Voice.,TN,21764838.57,484
QF,I,1544,SEA,TAS,None,D,2025-11-07,13:28:14,NICE.,AD,24,31,14,CH,24,11,18,IN,19,8,0,CR,1,10,2,R,1,Put go.,She on.,TN,48734171.21,53
QF,D,6526,WAY,MEE,The.,D,2025-09-16,04:07:31,BASE.,AD,94,15,27,CH,42,2,3,IN,3,10,4,CR,2,2,0,L,1,Light.,Sing.,TN,3839683.78,146
QF,D,162,DAT,ARM,Want,L,2025-08-02,11:28:48,LOSE.,AD,86,9,31,CH,18,23,14,IN,2,5,1,CR,14,10,6,G,6,Scientist.,Game.,TN,30744999.12,72
QF,D,8133,BAC,RED,Boy.,D,2025-10-26,18:11:25,FOOT.,AD,75,23,30,CH,0,2,6,IN,2,9,5,CR,20,1,6,N,10,Data.,Happy.,TN,32347639.86,374
QF,I,9069,BIT,YAR,Each,D,2025-04-13,13:18:56,YEAH.,AD,37,4,10,CH,40,21,12,IN,3,10,2,CR,2,6,8,P,1,Hotel.,Everybody.,TN,67941423.25,208
QF,D,3707,WID,WIL,Live,D,2025-10-06,12:07:46,TAX.,AD,48,24,47,CH,48,5,5,IN,11,7,0,CR,6,6,6,F,3,Debate.,Mention.,TN,92834513.44,168
QF,D,3433,HOU,LEF,End.,L,2025-03-16,07:38:21,WANT.,AD,61,35,31,CH,25,1,19,IN,15,6,7,CR,11,10,9,D,1,Shoulder.,Player.,TN,17937221.28,496
QF,I,4474,IF.,IN.,Miss,D,2025-12-22,18:37:25,EAT.,AD,100,17,45,CH,41,24,23,IN,9,0,6,CR,1,3,4,P,3,Strong.,As toward.,TN,31287069.79,297
QF,I,9808,OVE,HIS,Most,L,2025-03-14,18:20:06,RUN.,AD,4,5,47,CH,39,9,8,IN,11,1,3,CR,5,3,4,T,2,Coach.,Ground.,TN,30715543.22,289
QF,I,653,STE,WIN,Tend,D,2025-05-25,23:51:16,DEEP.,AD,53,44,20,CH,44,2,5,IN,19,1,8,CR,12,10,4,D,10,For.,Financial.,TN,15853568.06,121
QF,D,7975,ONE,TUR,Face,D,2025-08-26,00:35:33,HUGE.,AD,63,33,14,CH,34,11,17,IN,16,5,4,CR,5,4,9,S,4,Suggest.,Apply.,TN,35987206.4,372
QF,D,2984,DOO,A.,With,L,2025-10-10,17:33:30,HARD.,AD,2,0,28,CH,24,21,18,IN,1,5,2,CR,15,7,7,W,7,Affect.,Speak.,TN,27639857.46,120
QF,I,6012,PLA,ACT,May.,D,2025-11-25,05:54:20,WAR.,AD,28,43,35,CH,44,8,17,IN,18,1,2,CR,18,7,6,A,7,Mother.,Career.,TN,598910.34,470
QF,I,5126,HIM,NOW,City,L,2025-09-25,06:55:48,STAR.,AD,29,7,14,CH,18,13,19,IN,18,2,7,CR,0,6,8,H,6,Capital.,Lot send.,TN,20584663.01,68
QF,I,6120,SOR,FEE,Tell,L,2025-03-16,04:42:27,WHOM.,AD,54,5,23,CH,33,24,5,IN,13,6,10,CR,18,5,9,Y,6,Even.,Nature.,TN,88286277.99,225
QF,I,2343,OR.,TAS,Unit,D,2025-12-11,20:33:53,GAS.,AD,19,39,6,CH,42,9,17,IN,2,4,2,CR,17,6,6,D,10,Establish.,Defense.,TN,65315371.49,464
QF,I,7389,SIT,END,So.,L,2025-12-31,19:38:27,PICK.,AD,19,17,8,CH,10,22,7,IN,6,0,5,CR,14,10,8,M,8,Mission.,Scene who.,TN,81625550.48,279
QF,D,6930,IDE,PAS,Mrs.,D,2025-11-29,07:57:18,JUST.,AD,88,3,42,CH,35,9,22,IN,1,5,3,CR,9,9,6,A,2,System.,Hair top.,TN,87455114.85,117
QF,D,4350,WAR,FIV,Per.,D,2025-11-23,08:03:21,CAR.,AD,63,30,5,CH,13,8,18,IN,3,1,2,CR,4,4,9,T,6,Still.,Various.,TN,95912093.61,120
QF,I,6101,HIG,BAS,Beat,L,2025-04-23,22:27:02,WE.,AD,58,11,15,CH,12,16,19,IN,0,7,7,CR,18,2,1,L,10,Kid kind.,Somebody.,TN,66617019.07,233
QF,D,2240,MIN,NIC,Easy,L,2025-11-16,17:31:52,DOWN.,AD,20,31,6,CH,45,2,10,IN,20,4,9,CR,18,0,2,B,9,Consider.,Direction.,TN,24889255.69,471
QF,D,569,YES,BAG,Draw,D,2025-12-17,11:49:32,EYE.,AD,10,1,46,CH,16,15,21,IN,5,7,4,CR,4,2,7,D,4,Employee.,Protect.,TN,26511315.59,87
QF,D,3030,HAV,HIT,Rich,D,2025-10-18,14:40:41,LONG.,AD,85,42,39,CH,15,20,8,IN,12,3,5,CR,3,2,7,G,7,Military.,TV gas.,TN,44171735.07,429
QF,I,727,TIM,SAM,May.,L,2025-09-12,04:28:33,HELP.,AD,33,43,15,CH,19,5,20,IN,16,6,8,CR,20,1,5,U,3,Join.,Me.,TN,81162977.07,118
QF,D,3310,UNI,WAI,High,D,2025-11-14,12:54:27,LAY.,AD,86,48,7,CH,26,12,5,IN,4,9,6,CR,2,0,3,K,1,Difficult.,Pick late.,TN,32382570.66,211
QF,I,5108,BIG,LIS,Pay.,D,2025-08-04,16:38:41,ANY.,AD,23,37,8,CH,12,7,9,IN,4,10,7,CR,19,10,7,W,8,Main.,Bed dog.,TN,69378880.54,433
QF,I,2290,FUL,ITE,Once,L,2025-02-06,05:25:29,POOR.,AD,65,43,5,CH,6,2,6,IN,5,6,4,CR,8,2,4,I,1,Safe.,Rule.,TN,94739402.01,251
QF,I,1943,SUC,BUT,Rise,L,2025-10-29,19:47:43,BASE.,AD,49,36,12,CH,46,20,19,IN,18,1,8,CR,19,7,6,I,5,Give seek.,Character.,TN,70612271.73,65
QF,I,2941,JOI,ONC,Wide,D,2025-11-19,12:36:52,NEXT.,AD,5,35,7,CH,41,18,9,IN,6,8,1,CR,2,0,9,N,6,Once upon.,Indicate.,TN,36305214.56,402
QF,I,8701,NIC,SON,Open,D,2025-09-07,19:56:35,SOON.,AD,78,40,28,CH,47,15,9,IN,9,1,6,CR,4,7,2,J,5,Claim.,Far.,TN,36081441.22,416
QF,D,8060,EAT,SIZ,Send,L,2025-03-29,01:26:56,THEY.,AD,2,10,0,CH,27,9,5,IN,17,10,7,CR,7,6,7,B,9,Society.,Ever.,TN,2985886.11,387
QF,I,7884,CUT,MAI,As.,L,2025-02-25,15:27:25,SAFE.,AD,12,36,50,CH,37,0,22,IN,10,1,9,CR,2,8,7,G,6,Anyone.,Similar.,TN,78424385.88,332
QF,D,7460,INT,SAY,Gas.,D,2025-01-07,19:13:03,STEP.,AD,95,4,14,CH,39,14,7,IN,1,7,5,CR,10,9,9,S,5,Main.,Prove.,TN,70300734.57,125
QF,I,7145,CAR,FUL,Yard,D,2025-03-31,03:27:14,BODY.,AD,60,24,26,CH,0,25,11,IN,9,6,2,CR,6,4,8,W,7,Agreement.,Detail.,TN,38632044.39,442
QF,I,671,AT.,CEL,Else,L,2025-04-11,06:33:29,DEAL.,AD,33,31,43,CH,20,20,3,IN,2,0,0,CR,10,7,8,H,7,Result.,When.,TN,9587108.97,456
QF,I,6868,BIT,HIT,Gas.,L,2025-07-10,21:45:04,TRY.,AD,96,43,21,CH,44,16,2,IN,18,0,10,CR,15,6,10,T,7,Himself.,Force.,TN,30139365.02,457
QF,D,5567,FIR,FAR,Good,L,2025-02-07,17:13:41,STEP.,AD,51,27,30,CH,45,0,9,IN,3,1,9,CR,15,6,7,I,5,Certainly.,Last.,TN,91842007.95,397
QF,I,9211,HER,LET,Yet.,D,2025-09-13,14:47:42,BUY.,AD,38,20,24,CH,20,3,18,IN,0,6,10,CR,13,7,3,L,3,Exactly.,Seven big.,TN,88205990.5,67
QF,I,8336,KEE,OPE,Wide,L,2025-08-16,20:40:14,TEAM.,AD,17,39,3,CH,34,3,3,IN,11,7,8,CR,11,2,5,H,2,Spend.,Subject.,TN,68480616.45,247
QF,D,7118,CAR,ARM,Eye.,D,2025-07-27,05:28:12,HOME.,AD,32,7,47,CH,34,16,12,IN,18,0,0,CR,17,1,0,F,2,Politics.,Almost.,TN,58714303.1,376
QF,I,3007,BAS,USE,Pass,L,2025-10-18,00:39:20,FOOT.,AD,80,33,10,CH,11,23,17,IN,16,4,4,CR,13,10,3,G,9,Since.,Course.,TN,82946178.67,410
QF,D,8724,THE,MR.,Skin,D,2025-08-20,00:34:32,EVEN.,AD,99,20,18,CH,1,24,12,IN,15,2,4,CR,12,6,8,P,2,Son think.,Something.,TN,73573298.7,104
QF,I,6033,ITE,ACT,From,D,2025-04-30,17:17:26,LOOK.,AD,85,5,21,CH,32,21,14,IN,0,4,3,CR,13,8,5,R,1,Measure.,Fish.,TN,31868771.71,221
QF,I,2183,LET,AS.,When,L,2025-10-06,07:24:10,IDEA.,AD,65,44,42,CH,22,4,21,IN,8,8,8,CR,1,1,7,B,6,Challenge.,Enter cut.,TN,52843800.92,189
QF,D,1208,RED,LIS,Fact,D,2025-05-28,18:47:50,EASY.,AD,99,29,25,CH,42,1,16,IN,20,7,6,CR,5,8,5,S,9,Answer ok.,Really.,TN,79639722.19,72
QF,D,9034,WID,BAB,Try.,D,2025-04-03,21:50:13,FILM.,AD,92,45,46,CH,41,8,18,IN,7,7,3,CR,3,0,1,R,4,Debate.,He line.,TN,79970716.5,86
QF,D,2758,LIS,AS.,At.,L,2025-04-27,03:31:34,SKIN.,AD,49,20,18,CH,3,16,17,IN,7,5,2,CR,6,10,4,O,10,Level.,South.,TN,4920999.15,125
QF,I,545,CAS,ITE,Bad.,L,2025-05-30,23:22:51,FUND.,AD,68,18,5,CH,35,18,17,IN,6,7,3,CR,1,1,7,I,1,Business.,Character.,TN,43154226.56,99
QF,D,6522,FEA,WAL,Tell,L,2025-10-01,09:13:57,WORK.,AD,36,10,31,CH,13,8,21,IN,4,10,8,CR,4,5,7,N,5,Team.,Third bed.,TN,17606162.28,265
QF,D,719,MEA,ALL,Easy,D,2025-04-27,08:10:49,SAVE.,AD,3,17,49,CH,5,16,21,IN,5,9,0,CR,14,1,8,K,1,Learn.,Situation.,TN,42554783.06,385
QF,D,9207,WEL,BUY,Too.,D,2025-03-13,17:35:35,REAL.,AD,75,44,14,CH,29,14,16,IN,1,5,5,CR,6,2,9,Y,8,Actually.,View.,TN,60372314.18,364
QF,D,2516,HIG,AGO,Bed.,D,2025-05-06,12:03:52,HIM.,AD,44,1,32,CH,18,25,24,IN,3,0,3,CR,18,1,4,P,3,Rise test.,Gas.,TN,40800231.33,473
QF,D,3466,BIL,ALS,Big.,L,2025-08-12,04:45:06,GIVE.,AD,17,7,13,CH,23,13,20,IN,6,7,5,CR,9,7,0,S,7,Want.,Include.,TN,85329007.69,355
QF,D,4104,DOW,LEF,Song,D,2025-01-11,15:10:47,LINE.,AD,45,14,20,CH,34,24,25,IN,4,10,5,CR,2,3,2,R,1,Response.,Friend.,TN,14335849.58,225
QF,I,9233,FIV,PLA,Drug,D,2025-01-23,22:26:48,WEST.,AD,31,17,20,CH,45,3,1,IN,1,9,2,CR,10,7,8,H,8,Stop.,Result.,TN,70710055.59,144
QF,D,3629,ROA,MIS,Over,L,2025-05-19,11:21:43,WALK.,AD,12,23,41,CH,45,21,5,IN,1,8,8,CR,10,3,4,S,3,Debate.,True.,TN,39178125.07,463
QF,I,9800,THA,LAS,Star,D,2025-07-01,00:23:50,OUT.,AD,77,30,23,CH,1,18,25,IN,18,2,4,CR,15,7,6,F,3,Artist.,Business.,TN,72713956.23,146
QF,D,1308,MAN,OWN,Mr.,L,2025-12-29,21:16:27,IT.,AD,80,29,2,CH,43,8,9,IN,17,6,3,CR,12,8,4,N,10,Write.,Media.,TN,36037690.02,175
QF,D,6986,PAS,SIZ,Many,L,2025-06-17,15:00:33,PUSH.,AD,91,36,12,CH,23,4,15,IN,12,4,9,CR,16,9,8,Y,6,Itself.,Thing.,TN,93669691.09,128
QF,D,3291,WES,SOR,Step,L,2025-06-30,04:22:23,FIND.,AD,14,37,20,CH,8,2,17,IN,18,4,1,CR,20,7,8,R,10,Light.,Simply.,TN,32566792.01,366
QF,I,9274,GIR,WIL,Just,D,2025-07-08,16:18:14,SEEM.,AD,48,13,12,CH,18,23,18,IN,20,8,8,CR,5,0,4,S,10,May baby.,Down vote.,TN,93178678.91,116
QF,D,1040,GET,SHE,Find,D,2025-02-13,17:54:40,WEEK.,AD,90,8,7,CH,12,8,16,IN,2,3,4,CR,16,9,7,H,7,Those who.,Wear walk.,TN,37143957.56,362
QF,D,8165,SOR,YEA,Side,D,2025-07-24,13:23:46,ONTO.,AD,53,12,50,CH,0,8,4,IN,16,5,3,CR,17,6,5,P,10,Consumer.,Court.,TN,77578109.68,212
QF,D,5049,BUT,ITS,Once,D,2025-07-08,20:05:22,HOW.,AD,78,21,45,CH,16,22,21,IN,8,3,10,CR,2,1,8,C,3,Church.,Three.,TN,16655065.84,347
QF,D,6056,ABL,NEW,Home,D,2025-01-09,16:47:18,MANY.,AD,27,46,42,CH,1,16,20,IN,19,10,6,CR,8,10,1,W,7,Response.,Pattern.,TN,75604873.72,449
QF,I,288,TEN,MIN,Star,L,2025-02-13,09:20:12,KEEP.,AD,32,7,27,CH,24,2,23,IN,19,4,5,CR,17,1,6,A,6,Fish.,Recent in.,TN,39573254.84,167
QF,I,2349,THE,HIM,Edge,L,2025-11-13,13:19:41,NEWS.,AD,62,32,47,CH,3,13,23,IN,7,0,7,CR,2,5,4,W,1,Detail.,PM.,TN,51479913.34,328
QF,D,4668,FAS,TRU,Yeah,D,2025-03-19,22:03:11,LAND.,AD,42,26,31,CH,18,3,8,IN,7,5,8,CR,17,8,7,D,7,Knowledge.,While use.,TN,20728411.94,53
QF,I,6232,PIC,I.,See.,D,2025-06-27,19:21:22,BANK.,AD,58,26,28,CH,44,4,15,IN,9,3,6,CR,10,3,10,L,6,Majority.,Officer.,TN,78980468.25,177
QF,I,2589,OUT,FAR,Sit.,D,2025-01-04,14:07:47,BAD.,AD,39,12,7,CH,50,12,10,IN,18,3,0,CR,20,6,9,U,6,Property.,Page.,TN,43767216.58,432
QF,I,5608,BAR,SKI,Draw,L,2025-04-29,04:49:34,SET.,AD,12,49,2,CH,38,9,10,IN,11,3,0,CR,6,2,9,I,8,Strategy.,Laugh.,TN,7001576.85,105
QF,I,2200,WEL,MOR,Free,L,2025-11-04,06:10:54,KEEP.,AD,15,36,14,CH,27,25,23,IN,18,1,6,CR,5,7,2,N,9,May begin.,Exactly.,TN,77399227.61,399
QF,D,4874,NEW,COL,List,L,2025-11-09,18:08:19,CALL.,AD,39,1,36,CH,27,19,24,IN,20,2,4,CR,19,8,5,W,3,Stock.,Degree.,TN,74177665.28,389
QF,I,4679,ALL,CIT,Hot.,L,2025-11-23,10:42:04,TRY.,AD,79,31,32,CH,48,14,13,IN,7,3,7,CR,2,3,3,T,6,On.,Have.,TN,50587915.65,111
QF,D,2475,OF.,DRU,Side,D,2025-03-24,12:14:58,FULL.,AD,87,48,16,CH,27,12,16,IN,19,5,9,CR,15,0,1,G,7,Very.,Community.,TN,41806027.41,205
QF,I,3693,WES,GUN,Yes.,D,2025-12-20,15:29:41,ITS.,AD,65,4,48,CH,26,5,20,IN,3,7,5,CR,15,4,9,H,8,Foot.,Pattern.,TN,73565477.1,57
QF,I,8288,FEA,ARE,Mrs.,D,2025-07-28,21:38:00,EYE.,AD,90,36,23,CH,27,1,19,IN,9,7,8,CR,13,8,2,L,10,Under.,Unit.,TN,70585590.95,337
QF,D,2120,TER,THE,Last,D,2025-05-16,19:51:27,ROAD.,AD,3,15,26,CH,34,22,18,IN,5,8,1,CR,16,9,7,F,5,Court.,Sing.,TN,55850024.37,442
QF,I,5998,WIF,IT.,Door,D,2025-01-21,00:59:15,BOX.,AD,70,21,12,CH,8,3,16,IN,15,7,8,CR,13,2,8,E,7,Anyone.,Film.,TN,29232795.73,289
QF,I,7781,BIT,WHA,Ever,L,2025-03-31,22:11:29,BY.,AD,44,0,21,CH,30,12,7,IN,11,5,1,CR,12,10,1,A,10,Act old.,Plant sea.,TN,80317999.33,455
QF,D,6219,BOY,LOW,Pick,D,2025-09-23,11:03:37,DOG.,AD,65,30,2,CH,3,7,25,IN,11,5,8,CR,3,4,8,R,6,Stay.,Anyone.,TN,75993148.35,321
QF,D,4848,FEE,BUT,Her.,D,2025-10-21,09:18:47,WE.,AD,91,46,5,CH,4,23,17,IN,3,3,5,CR,15,8,8,W,5,Rich.,Thus.,TN,37576329.17,140
QF,D,2954,LAW,YOU,Side,D,2025-10-25,13:15:21,NEAR.,AD,93,8,35,CH,50,11,16,IN,11,10,3,CR,16,6,1,W,6,Floor.,Top.,TN,43068964.86,185
QF,D,558,WHA,DEE,Too.,L,2025-01-09,20:58:43,MAKE.,AD,49,12,49,CH,40,20,20,IN,6,0,6,CR,18,5,1,S,5,Major.,Two feel.,TN,74881172.84,366
QF,I,5880,HER,WIL,Loss,L,2025-04-15,23:01:49,RISE.,AD,7,26,7,CH,4,4,11,IN,8,9,7,CR,8,1,6,D,3,Firm.,Hot turn.,TN,45336903.82,356
QF,D,8116,FIN,ROL,Must,L,2025-10-01,22:39:08,TO.,AD,1,29,41,CH,49,9,12,IN,18,9,3,CR,1,6,1,M,3,Kitchen.,Serious.,TN,79947116.28,200
QF,D,6173,WHY,STO,Drug,L,2025-05-01,12:35:03,BACK.,AD,41,16,33,CH,39,20,8,IN,11,10,0,CR,5,0,9,N,6,Per seek.,Strong.,TN,45276484.02,451
QF,I,6480,NEW,LEF,Give,D,2025-05-13,12:14:10,DARK.,AD,47,30,50,CH,36,6,8,IN,14,9,8,CR,11,0,5,H,2,And data.,Either.,TN,97307876.72,94
QF,D,8501,ME.,DO.,May.,L,2025-03-03,00:19:19,ITS.,AD,18,46,38,CH,35,16,21,IN,2,9,6,CR,3,2,8,T,10,On open.,Quickly.,TN,6876765.56,460
